07C08,N,I16B08PTI
07C09,N,I16B09PTI
07C10,N,I16B10PTI
07D06,N,I16B06PTI
07D07,N,I16B07PTI
07D08,N,I16B08PTI
07D09,N,I16B09PTI
07D10,N,I16B10PTI
08A06,N,I16B06PTI
08A07,N,I16B07PTI
08A08,N,I16B08PTI
08A09,N,I16B09PTI
08A10,N,I16B10PTI
08B06,N,I16B06PTI
08B07,N,I16B07PTI
08B08,N,I16B08PTI
08B09,N,I16B09PTI
08B10,N,I16B10PTI
09A06,N,I16B06STI
09A07,N,I16B07STI
09A08,N,I16B08STI
09A09,N,I16B09STI
09A10,N,I16B10STI
14A01,N,I16B01PTI
14A02,N,I16B02PTI
14A03,N,I16B03PTI
14A04,N,I16B04PTI
14A05,N,I16B05PTI
15A01,N,I16B01PTI
15A02,N,I16B02PTI
15A03,N,I16B03PTI
15A04,N,I16B04PTI
15A05,N,I16B05PTI
17A01,N,I16B01PTI
17A02,N,I16B02PTI
17A03,N,I16B03PTI
17A04,N,I16B04PTI
17A05,N,I16B05PTI
22A06,N,I16B06PTI
22A07,N,I16B07PTI
22A08,N,I16B08PTI
22A09,N,I16B09PTI
22A10,N,I16B10PTI
24A06,N,I16B06STI
24A07,N,I16B07STI
24A08,N,I16B08STI
24A09,N,I16B09STI
24A10,N,I16B10STI
999B0,N,I16BD0PTI
999C0,N,I16BD0PTI
999D0,N,I16BD0PTI
01A06,S,I16B06PSI
01A07,S,I16B07PSI
01A08,S,I16B08PSI
01A09,S,I16B09PSI
01A10,S,I16B10PSI
02A06,S,I16B06PSI
02A07,S,I16B07PSI
02A08,S,I16B08PSI
02A09,S,I16B09PSI
02A10,S,I16B10PSI
03A06,S,I16B06PSI
03A07,S,I16B07PSI
03A08,S,I16B08PSI
03A09,S,I16B09PSI
03A10,S,I16B10PSI
04A06,S,I16B06PSI
04A07,S,I16B07PSI
04A08,S,I16B08PSI
04A09,S,I16B09PSI
04A10,S,I16B10PSI
05A06,S,I16B06PSI
05A07,S,I16B07PSI
05A08,S,I16B08PSI
05A09,S,I16B09PSI
05A10,S,I16B10PSI
05B06,S,I16B06PSI
05B07,S,I16B07PSI
05B08,S,I16B08PSI
05B09,S,I16B09PSI
05B10,S,I16B10PSI
06A06,S,I16B06PSI
06A07,S,I16B07PSI
06A08,S,I16B08PSI
06A09,S,I16B09PSI
06A10,S,I16B10PSI
06B06,S,I16B06PSI
06B07,S,I16B07PSI
06B08,S,I16B08PSI
06B09,S,I16B09PSI
06B10,S,I16B10PSI
07A06,S,I16B06PSI
07A07,S,I16B07PSI
07A08,S,I16B08PSI
07A09,S,I16B09PSI
07A10,S,I16B10PSI
07B06,S,I16B06PSI
07B07,S,I16B07PSI
07B08,S,I16B08PSI
07B09,S,I16B09PSI
07B10,S,I16B10PSI
07C06,S,I16B06PSI
07C07,S,I16B07PSI
07C08,S,I16B08PSI
07C09,S,I16B09PSI
07C10,S,I16B10PSI
07D06,S,I16B06PSI
07D07,S,I16B07PSI
07D08,S,I16B08PSI
07D09,S,I16B09PSI
07D10,S,I16B10PSI
08A06,S,I16B06PSI
08A07,S,I16B07PSI
08A08,S,I16B08PSI
08A09,S,I16B09PSI
08A10,S,I16B10PSI
08B06,S,I16B06PSI
08B07,S,I16B07PSI
08B08,S,I16B08PSI
08B09,S,I16B09PSI
08B10,S,I16B10PSI
09A06,S,I16B06SSI
09A07,S,I16B07SSI
09A08,S,I16B08SSI
09A09,S,I16B09SSI
09A10,S,I16B10SSI
14A01,S,I16B01PSI
14A02,S,I16B02PSI
14A03,S,I16B03PSI
14A04,S,I16B04PSI
14A05,S,I16B05PSI
15A01,S,I16B01PSI
15A02,S,I16B02PSI
15A03,S,I16B03PSI
15A04,S,I16B04PSI
15A05,S,I16B05PSI
17A01,S,I16B01PSI
17A02,S,I16B02PSI
17A03,S,I16B03PSI
17A04,S,I16B04PSI
17A05,S,I16B05PSI
22A06,S,I16B06PSI
22A07,S,I16B07PSI
22A08,S,I16B08PSI
22A09,S,I16B09PSI
22A10,S,I16B10PSI
24A06,S,I16B06SSI
24A07,S,I16B07SSI
24A08,S,I16B08SSI
24A09,S,I16B09SSI
24A10,S,I16B10SSI
999B0,S,I16BD0PSI
999C0,S,I16BD0PSI
999D0,S,I16BD0PSI
01A06,C,I16B06PCI
01A07,C,I16B07PCI
01A08,C,I16B08PCI
01A09,C,I16B09PCI
01A10,C,I16B10PCI
02A06,C,I16B06PCI
02A07,C,I16B07PCI
02A08,C,I16B08PCI
02A09,C,I16B09PCI
02A10,C,I16B10PCI
03A06,C,I16B06PCI
03A07,C,I16B07PCI
03A08,C,I16B08PCI
03A09,C,I16B09PCI
03A10,C,I16B10PCI
04A06,C,I16B06PCI
04A07,C,I16B07PCI
04A08,C,I16B08PCI
04A09,C,I16B09PCI
04A10,C,I16B10PCI
05A06,C,I16B06PCI
05A07,C,I16B07PCI
05A08,C,I16B08PCI
05A09,C,I16B09PCI
05A10,C,I16B10PCI
05B06,C,I16B06PCI
05B07,C,I16B07PCI
05B08,C,I16B08PCI
05B09,C,I16B09PCI
05B10,C,I16B10PCI
06A06,C,I16B06PCI
06A07,C,I16B07PCI
06A08,C,I16B08PCI
06A09,C,I16B09PCI
06A10,C,I16B10PCI
06B06,C,I16B06PCI
06B07,C,I16B07PCI
06B08,C,I16B08PCI
06B09,C,I16B09PCI
06B10,C,I16B10PCI
07A06,C,I16B06PCI
07A07,C,I16B07PCI
07A08,C,I16B08PCI
07A09,C,I16B09PCI
07A10,C,I16B10PCI
07B06,C,I16B06PCI
07B07,C,I16B07PCI
07B08,C,I16B08PCI
07B09,C,I16B09PCI
07B10,C,I16B10PCI
07C06,C,I16B06PCI
07C07,C,I16B07PCI
07C08,C,I16B08PCI
07C09,C,I16B09PCI
07C10,C,I16B10PCI
07D06,C,I16B06PCI
07D07,C,I16B07PCI
07D08,C,I16B08PCI
07D09,C,I16B09PCI
07D10,C,I16B10PCI
08A06,C,I16B06PCI
08A07,C,I16B07PCI
08A08,C,I16B08PCI
08A09,C,I16B09PCI
08A10,C,I16B10PCI
08B06,C,I16B06PCI
08B07,C,I16B07PCI
08B08,C,I16B08PCI
08B09,C,I16B09PCI
08B10,C,I16B10PCI
09A06,C,I16B06SCI
09A07,C,I16B07SCI
09A08,C,I16B08SCI
09A09,C,I16B09SCI
09A10,C,I16B10SCI
14A01,C,I16B01PCI
14A02,C,I16B02PCI
14A03,C,I16B03PCI
14A04,C,I16B04PCI
14A05,C,I16B05PCI
15A01,C,I16B01PCI
15A02,C,I16B02PCI
15A03,C,I16B03PCI
15A04,C,I16B04PCI
15A05,C,I16B05PCI
17A01,C,I16B01PCI
17A02,C,I16B02PCI
17A03,C,I16B03PCI
17A04,C,I16B04PCI
17A05,C,I16B05PCI
22A06,C,I16B06PCI
22A07,C,I16B07PCI
22A08,C,I16B08PCI
22A09,C,I16B09PCI
22A10,C,I16B10PCI
24A06,C,I16B06SCI
24A07,C,I16B07SCI
24A08,C,I16B08SCI
24A09,C,I16B09SCI
24A10,C,I16B10SCI
999B0,C,I16BD0PCI
999C0,C,I16BD0PCI
999D0,C,I16BD0PCI
